-0.000731,0.048211,0.069198,0
-0.060767,-0.00908,0.053085,0
0.013252,-0.011876,0.055324,0
-0.054508,-0.003813,0.001738,0
0.02418,0.068275,0.033462,0
-0.029308,0.059849,-0.06326,0
-0.016453,0.013881,-0.013236,0
-0.042361,-0.059942,-0.026487,0
-0.01631,-0.036612,0.047928,0
0.03536,-0.04495,0.041474,0
-0.000287,-0.049496,-0.06343,0
-0.065931,-0.005381,-0.064899,0
0.009049,0.027976,0.01198,0
-0.005335,0.062592,-0.057507,0
-0.004175,0.064646,0.040856,0
0.091024,-0.031446,-0.014774,0
-0.077068,-0.035324,-0.03906,0
0.05515,-0.007045,0.078495,0
-0.033779,0.049066,0.026958,0
0.044954,-0.033716,0.011894,0
0.008785,0.016895,-0.09079,0
-0.061655,-0.023085,0.007996,0
-0.051274,0.054634,0.032257,0
0.04421,-0.062217,-0.018733,0
-0.003343,0.069586,0.069452,0
-0.064487,0.012217,0.040873,0
0.042168,-0.009972,0.047962,0
-0.061495,0.059835,0.025843,0
0.071795,-0.01526,-0.023346,0
0.058733,-0.029135,-0.011721,0
0.078178,-0.014786,-0.00032,0
2.80518,0.769746,-0.557435,1
2.44998,0.175666,-0.531892,1
2.38727,0.784515,-0.011033,1
2.42506,-0.206822,-0.263965,1
2.40734,-0.015134,0.097093,1
2.37702,0.498033,-0.382225,1
2.61007,0.787375,0.046041,1
2.93285,0.719728,-0.347704,1
3.41185,0.516665,-0.702665,1
2.77151,0.362751,-0.669945,1
2.92399,-0.262388,-0.672982,1
2.844,-0.078753,-0.660588,1
2.82688,-0.241459,-0.143806,1
2.91696,-0.636281,-0.459655,1
3.26617,0.207763,0.078446,1
3.26641,0.012518,-0.761892,1
3.59214,-0.371411,-0.673235,1
2.91883,-0.8296,-0.198249,1
2.98372,-0.983118,-0.165216,1
3.05529,-0.477796,0.370524,1
3.01553,-0.666039,0.126169,1
3.42379,-0.039296,0.066654,1
3.1882,-0.476377,0.051427,1
3.02082,-0.491739,0.382338,1
3.19981,0.201051,0.58676,1
3.73385,0.184758,0.482416,1
3.59351,0.125884,0.277346,1
3.47194,0.322667,0.25302,1
3.74771,-0.41696,0.148884,1
-2.67917,0.521163,0.033068,2
-2.63292,0.683901,-0.153258,2
-2.60891,0.443179,0.447541,2
-2.80965,-0.092462,0.719525,2
-2.92959,-0.162338,0.427959,2
-2.28505,0.111547,0.652847,2
-2.66431,-0.035719,0.357768,2
